"adaptiveMode","AdaptiveMode.Page.tab_name","Adaptivmodus","0"
"adm","add","hinzufügen","0"
"adm","admin_page_title","Site Administration","0"
"adm","ajax_error","Senden der Anfrage fehlgeschlagen (","0"
"adm","allowDoHeader","Bestätigung für den Bearbeiter!","0"
"adm","back","zurück","0"
"adm","browser_h1","Diese Webseite wird nicht von Ihrem Browser unterstützt.","0"
"adm","browser_text","Bitte aktualisieren Sie Ihre Browser oder benutzen Sie einen anderen Browser","0"
"adm","by_link","unter dem Link","0"
"adm","cancel","abbrechen","0"
"adm","change","ändern","0"
"adm","clear","leeren","0"
"adm","clone","dublieren","0"
"adm","confirmHeader","Bestätigung der Ausführung","0"
"adm","del","löschen","0"
"adm","delAllGoods","Achtung! ALLE Ware wrden von der webseite gelöscht. Weiter?","0"
"adm","delAllHeader","Löschen aller Datensätze","0"
"adm","delAllLog","Löschen des gesamten Produktkataloges","0"
"adm","delete","Löschen","0"
"adm","delRow","Wollen Sie \"{0}\" wirklich löschen?","0"
"adm","delRowHeader","Notiz wird gelöscht","0"
"adm","delRowNoName","Beitrag","0"
"adm","delRowsHeader","Einträge löschen","0"
"adm","delRowsNoName","Beiträge","0"
"adm","del_all","Alles entfernen?","0"
"adm","design_page_title","Design-Mode ","0"
"adm","edit","bearbeiten","0"
"adm","editorCloseConfirm","Daten wurden nicht gespeichert. Möchten Sie trotzdem fortfahren?","0"
"adm","editorCloseConfirmHeader","Bestätigung der Fortsetzung ohne Speichern","0"
"adm","end","Ende","0"
"adm","end_href"," ","0"
"adm","end_service","Bis zum Ende der Garantieperiode bleibt:","0"
"adm","end_service_rates","Garantiefrist für Support-Service ist abgelaufen.","0"
"adm","end_service_rates_link","Bestellen Sie einen der Support-Pakete","0"
"adm","err","Fehler","0"
"adm","error","Fehler","0"
"adm","errorInvalidFied","Feld `{0}` ist ungültig","0"
"adm","errorLoadingFile","Beim Laden der Datei {filename} ist ein Fehler aufgetreten.","0"
"adm","fileBrowserFile","Datei","0"
"adm","fileBrowserSelect","Datei","0"
"adm","fileUploadedSuccessfully","{filename} erfolgreich hochgeladen","0"
"adm","file_page_title","Dateiauswahl auf dem Server","0"
"adm","Footer.Cms.tab_name","Seitenkeller","0"
"adm","Frame.Cms.tab_name","Webseitenadministration","0"
"adm","Frame.Design.tab_name","Designer-Modus","0"
"adm","galleryBrowserNew","Erneut erstellen","0"
"adm","galleryBrowserNewConfirm","Alle Bilder werden gelöscht und ein neues Galerieprofil wird eingestellt. Weiter?","0"
"adm","galleryBrowserSelect","Galerie","0"
"adm","group_admin","Einstellungen","0"
"adm","group_content","Content","0"
"adm","group_language","Sprachen","0"
"adm","group_order","Bestellungen","0"
"adm","group_seo","SEO","0"
"adm","group_system","Systemmodule","0"
"adm","Header.Cms.tab_name","Seitenkopf","0"
"adm","help","Hilfe","0"
"adm","installAll","Installieren Sie alle","0"
"adm","language","Sprache","0"
"adm","Layout.Cms.tab_name","Hauptcontainer","0"
"adm","LeftList.Tool.tab_name","Systemsteuerung","0"
"adm","LeftPanel.Cms.tab_name","linke Navigation","0"
"adm","link_developer","http://www.web-canape.de/","0"
"adm","link_help","http://help.web-canape.de/","0"
"adm","loading","Wird geladen","0"
"adm","main_module_on_page","Startseite-Modul","0"
"adm","mapButtonClean","löschen","0"
"adm","mapButtonText","Karte","0"
"adm","need_active_support","Aktivieren Sie einen der Support-Pakete","0"
"adm","need_tech_support","Benötigen Sie technische Unterstützung?","0"
"adm","no","Nein","0"
"adm","reset","zurücksetzen","0"
"adm","resetAll","Alles zurücksetzen","0"
"adm","reseted","Design-Einstellungen wurden zurückgesetzt","0"
"adm","responseFromServer","Serverantwort mit Debuginformationen","0"
"adm","save","speichern","0"
"adm","sectionEditing","Abschnitt bearbeiten","0"
"adm","set_first","als erstes einstellen","0"
"adm","sort","Sortieren","0"
"adm","start","Start","0"
"adm","support_rates","Mehr über die Support-Pakete erfahren","0"
"adm","Tabs.Cms.tab_name","Tabs ","0"
"adm","tab_name","Fußzeile","0"
"adm","totalPaginationCount","{range0} - {range1} von {totalCount} -Datensätzen","0"
"adm","upd","bearbeiten","0"
"adm","upload","Herunterladen","0"
"adm","view","ansehen","0"
"adm","yes","Ja","0"
"app","404","404","0"
"app","auth","Anmeldung","0"
"app","cart","Warenkorb","0"
"app","landingPageTpl","Landing Page Vorlage","0"
"app","lang_root","Stammabschnitt für Sprache","0"
"app","leftMenu","Linkes Menü","0"
"app","library","Bibliotheken","0"
"app","main","Startseite","0"
"app","orderForm","Bestellformular","0"
"app","payment_fail","Zahlungsverweigerung","0"
"app","payment_success","Zahlung erfolgreich durchgeführt","0"
"app","profile","Account","0"
"app","root","Id des Stammabschnitts für CMS","0"
"app","search","Suche","0"
"app","section_404","404 ","1"
"app","section_auth","Anmeldung","1"
"app","section_cart","Warenkorb","1"
"app","section_leftMenu","Linkes Menü","1"
"app","section_main","Hauptseite","1"
"app","section_orderForm","Bestellformular","1"
"app","section_payment_fail","Zahlungsverweigerung","1"
"app","section_payment_success","Zahlung erfolgreich durchgeführt","1"
"app","section_profile","Account","1"
"app","section_root","Einstellungen","1"
"app","section_search","Suche","1"
"app","section_serviceMenu","Service-Menü","1"
"app","section_sitemap","Sitemap","1"
"app","section_subscribe",,"1"
"app","section_tools","Service Abschnitte","1"
"app","section_topMenu","oberes Menü","1"
"app","serviceMenu","Service-Menü","0"
"app","sitemap","Sitemap","0"
"app","site_label","Webseitenname","0"
"app","site_label_description","Webseitenname","0"
"app","site_link","website link","0"
"app","site_link_description"," Link zur Website","0"
"app","site_mode_cluster","cluster","0"
"app","site_mode_cluster_own_files","own_files","0"
"app","site_mode_hosting","on hosting","0"
"app","site_type_catalog","catalog","0"
"app","site_type_info","info","0"
"app","site_type_shop","shop","0"
"app","subscribe","Abonnieren","0"
"app","templates","Vorlagen","0"
"app","tools","Service Abschnitte","0"
"app","topMenu","oberes Menü","0"
"app","tplNew","Vorlage des neuen Abschnitts","0"
"app","url_label","website adresse","0"
"app","url_label_description","URL der Website","0"
"articles","allowArticlesDetailRead","ausführliche Artikel lesen lassen","0"
"articles","allowArticlesListRead","die Leseliste von Artikeln lesen lassen","0"
"articles","all_section_link","Alle Artikel","0"
"articles","author","Verfasser","0"
"articles","back","Zurück","0"
"articles","error_maxvalue_field_title","Der Feldwert \"{fieldname}\" kann nicht mehr {maxValue}","0"
"articles","error_title","Name wurde nicht eingegeben","0"
"articles","field_active","Aktivität","0"
"articles","field_alias","Alias","0"
"articles","field_author","Autor","0"
"articles","field_columns","Spalten","0"
"articles","field_date","Datum der Veröffentlichung","0"
"articles","field_fulltext","Volltext","0"
"articles","field_gallery","Bild","0"
"articles","field_hyperlink","Link","0"
"articles","field_id","ID","0"
"articles","field_list","Liste","0"
